Date,Open,High,Low,Close,Adj Close,Volume
2020-02-21,1295.000000,1300.000000,1285.000000,1300.000000,1272.805664,1225900
2020-02-24,1305.000000,1310.000000,1285.000000,1300.000000,1272.805664,708500
2020-02-25,1280.000000,1295.000000,1280.000000,1290.000000,1263.014893,296800
2020-02-26,1290.000000,1290.000000,1275.000000,1290.000000,1263.014893,1211000
2020-02-27,1290.000000,1290.000000,1270.000000,1280.000000,1253.223999,747200
2020-02-28,1280.000000,1280.000000,1270.000000,1280.000000,1253.223999,404000
2020-03-02,1275.000000,1275.000000,1255.000000,1270.000000,1243.433228,1517000
2020-03-03,1275.000000,1290.000000,1275.000000,1280.000000,1253.223999,34500
2020-03-04,1280.000000,1290.000000,1280.000000,1285.000000,1258.119385,217100
2020-03-05,1300.000000,1325.000000,1295.000000,1305.000000,1277.701050,3881300
2020-03-06,1310.000000,1310.000000,1295.000000,1300.000000,1272.805664,105300
2020-03-09,1295.000000,1295.000000,1265.000000,1280.000000,1253.223999,217600
2020-03-10,1260.000000,1290.000000,1260.000000,1280.000000,1253.223999,121500
2020-03-11,1270.000000,1275.000000,1250.000000,1270.000000,1243.433228,1939700
2020-03-12,1250.000000,1250.000000,1210.000000,1245.000000,1218.956177,111200
2020-03-13,1245.000000,1245.000000,1180.000000,1180.000000,1155.315918,122530800
2020-03-16,1180.000000,1185.000000,1150.000000,1180.000000,1155.315918,2415200
2020-03-17,1165.000000,1165.000000,1150.000000,1165.000000,1140.629639,2984200
2020-03-18,1160.000000,1160.000000,1115.000000,1150.000000,1125.943481,4948500
2020-03-19,1115.000000,1135.000000,1070.000000,1110.000000,1086.780273,33421900
2020-03-20,1110.000000,1110.000000,1085.000000,1110.000000,1086.780273,5328000
2020-03-23,1100.000000,1110.000000,1090.000000,1110.000000,1086.780273,19506200
2020-03-24,1110.000000,1110.000000,1080.000000,1110.000000,1086.780273,28603500
2020-03-26,1110.000000,1200.000000,1110.000000,1195.000000,1170.002075,10536000
2020-03-27,1200.000000,1200.000000,1150.000000,1190.000000,1165.106689,8200
2020-03-30,1190.000000,1195.000000,1145.000000,1155.000000,1130.838867,2809200
2020-03-31,1160.000000,1200.000000,1160.000000,1200.000000,1174.897583,1776700
2020-04-01,1200.000000,1245.000000,1195.000000,1200.000000,1174.897583,2189300
2020-04-02,1230.000000,1230.000000,1180.000000,1210.000000,1184.688354,1572600
2020-04-03,1260.000000,1290.000000,1230.000000,1250.000000,1223.851563,9000
2020-04-06,1250.000000,1280.000000,1235.000000,1260.000000,1233.642456,286000
2020-04-07,1250.000000,1270.000000,1230.000000,1265.000000,1238.537842,49100
2020-04-08,1245.000000,1265.000000,1245.000000,1250.000000,1223.851563,206700
2020-04-09,1250.000000,1280.000000,1215.000000,1275.000000,1248.328613,2673800
2020-04-13,1215.000000,1275.000000,1195.000000,1275.000000,1248.328613,2704900
2020-04-14,1260.000000,1270.000000,1210.000000,1250.000000,1223.851563,337700
2020-04-15,1250.000000,1275.000000,1230.000000,1255.000000,1228.746948,246200
2020-04-16,1255.000000,1255.000000,1180.000000,1235.000000,1209.165405,1524300
2020-04-17,1200.000000,1250.000000,1200.000000,1250.000000,1223.851563,979200
2020-04-20,1250.000000,1270.000000,1250.000000,1250.000000,1223.851563,3164200
2020-04-21,1245.000000,1245.000000,1220.000000,1235.000000,1209.165405,184800
2020-04-22,1220.000000,1245.000000,1220.000000,1225.000000,1199.374512,857700
2020-04-23,1220.000000,1250.000000,1210.000000,1230.000000,1204.270020,787900
2020-04-24,1210.000000,1245.000000,1210.000000,1245.000000,1218.956177,718100
2020-04-27,1245.000000,1245.000000,1210.000000,1210.000000,1184.688354,101800
2020-04-28,1215.000000,1225.000000,1210.000000,1210.000000,1184.688354,23000
2020-04-29,1225.000000,1225.000000,1205.000000,1210.000000,1184.688354,102200
2020-04-30,1215.000000,1220.000000,1205.000000,1205.000000,1179.792969,279700
2020-05-04,1205.000000,1205.000000,1195.000000,1200.000000,1174.897583,30900
2020-05-05,1200.000000,1200.000000,1185.000000,1195.000000,1170.002075,60100
2020-05-06,1200.000000,1200.000000,1175.000000,1190.000000,1165.106689,2792800
2020-05-08,1190.000000,1200.000000,1175.000000,1195.000000,1170.002075,1096700
2020-05-11,1195.000000,1240.000000,1180.000000,1180.000000,1155.315918,1391300
2020-05-12,1220.000000,1220.000000,1175.000000,1190.000000,1165.106689,2187100
2020-05-13,1185.000000,1200.000000,1185.000000,1200.000000,1174.897583,8400
2020-05-14,1210.000000,1210.000000,1180.000000,1190.000000,1165.106689,468600
2020-05-15,1210.000000,1210.000000,1185.000000,1210.000000,1184.688354,1113500
2020-05-18,1220.000000,1220.000000,1200.000000,1205.000000,1179.792969,1094900
2020-05-19,1205.000000,1240.000000,1200.000000,1225.000000,1199.374512,3341300
2020-05-20,1225.000000,1225.000000,1210.000000,1220.000000,1194.479126,1567100
2020-05-26,1225.000000,1235.000000,1210.000000,1220.000000,1194.479126,302900
2020-05-27,1230.000000,1240.000000,1220.000000,1220.000000,1194.479126,4162400
2020-05-28,1240.000000,1250.000000,1230.000000,1250.000000,1223.851563,1345300
2020-05-29,1260.000000,1280.000000,1240.000000,1275.000000,1248.328613,430000
2020-06-02,1270.000000,1275.000000,1250.000000,1275.000000,1248.328613,110700
2020-06-03,1265.000000,1275.000000,1240.000000,1275.000000,1248.328613,1551900
2020-06-04,1270.000000,1275.000000,1255.000000,1275.000000,1248.328613,559000
2020-06-05,1275.000000,1275.000000,1240.000000,1250.000000,1223.851563,188000
2020-06-08,1260.000000,1285.000000,1240.000000,1260.000000,1233.642456,2617400
2020-06-09,1260.000000,1275.000000,1235.000000,1260.000000,1233.642456,50934000
2020-06-10,1255.000000,1255.000000,1220.000000,1220.000000,1194.479126,145600
2020-06-11,1220.000000,1220.000000,1180.000000,1220.000000,1194.479126,1895000
2020-06-12,1220.000000,1240.000000,1180.000000,1220.000000,1194.479126,747300
2020-06-15,1220.000000,1220.000000,1195.000000,1200.000000,1174.897583,154200
2020-06-16,1210.000000,1215.000000,1190.000000,1190.000000,1165.106689,1574100
2020-06-17,1195.000000,1195.000000,1160.000000,1195.000000,1170.002075,2856100
2020-06-18,1195.000000,1200.000000,1180.000000,1195.000000,1170.002075,1547100
2020-06-19,1195.000000,1195.000000,1175.000000,1195.000000,1170.002075,2143600
2020-06-22,1195.000000,1195.000000,1180.000000,1195.000000,1170.002075,1047200
2020-06-23,1190.000000,1195.000000,1180.000000,1185.000000,1160.211304,6752600
2020-06-24,1190.000000,1190.000000,1185.000000,1190.000000,1165.106689,158000
2020-06-25,1190.000000,1190.000000,1175.000000,1190.000000,1165.106689,603300
2020-06-26,1195.000000,1195.000000,1180.000000,1190.000000,1165.106689,319300
2020-06-29,1185.000000,1195.000000,1180.000000,1190.000000,1165.106689,244300
2020-06-30,1195.000000,1195.000000,1180.000000,1190.000000,1165.106689,379500
2020-07-01,1190.000000,1190.000000,1185.000000,1190.000000,1165.106689,815400
2020-07-02,1180.000000,1195.000000,1180.000000,1195.000000,1170.002075,293300
2020-07-03,1180.000000,1195.000000,1180.000000,1195.000000,1170.002075,237200
2020-07-06,1195.000000,1195.000000,1180.000000,1195.000000,1170.002075,236100
2020-07-07,1200.000000,1200.000000,1185.000000,1195.000000,1170.002075,227000
2020-07-08,1205.000000,1215.000000,1185.000000,1195.000000,1170.002075,1038700
2020-07-09,1200.000000,1225.000000,1200.000000,1215.000000,1189.583740,971100
2020-07-10,1220.000000,1235.000000,1215.000000,1230.000000,1204.270020,733300
2020-07-13,1230.000000,1265.000000,1230.000000,1245.000000,1218.956177,1617100
2020-07-14,1250.000000,1250.000000,1240.000000,1250.000000,1223.851563,576100
2020-07-15,1250.000000,1250.000000,1200.000000,1230.000000,1204.270020,936300
2020-07-16,1225.000000,1225.000000,1195.000000,1210.000000,1210.000000,439600
2020-07-17,1210.000000,1215.000000,1200.000000,1210.000000,1210.000000,215100
2020-07-20,1210.000000,1210.000000,1200.000000,1210.000000,1210.000000,280700
2020-07-21,1210.000000,1225.000000,1210.000000,1225.000000,1225.000000,123100
2020-07-22,1225.000000,1230.000000,1220.000000,1225.000000,1225.000000,209100
2020-07-23,1225.000000,1235.000000,1225.000000,1230.000000,1230.000000,846100
2020-07-24,1225.000000,1230.000000,1205.000000,1230.000000,1230.000000,204300
2020-07-27,1230.000000,1230.000000,1215.000000,1230.000000,1230.000000,64200
2020-07-28,1215.000000,1235.000000,1215.000000,1235.000000,1235.000000,132000
2020-07-29,1220.000000,1230.000000,1220.000000,1225.000000,1225.000000,332800
2020-07-30,1225.000000,1245.000000,1215.000000,1235.000000,1235.000000,251400
