Date,Open,High,Low,Close,Adj Close,Volume
2016-02-22,1400.000000,1400.000000,1360.000000,1390.000000,1321.481689,252000
2016-02-23,1390.000000,1400.000000,1345.000000,1350.000000,1283.453369,894400
2016-02-24,1350.000000,1365.000000,1295.000000,1325.000000,1259.685669,5505000
2016-02-25,1330.000000,1330.000000,1225.000000,1230.000000,1169.368774,7340800
2016-02-26,1250.000000,1265.000000,1220.000000,1245.000000,1183.629150,4055000
2016-02-29,1250.000000,1250.000000,1225.000000,1230.000000,1169.368774,2207100
2016-03-01,1230.000000,1250.000000,1210.000000,1215.000000,1155.108032,5050100
2016-03-02,1235.000000,1285.000000,1220.000000,1265.000000,1202.643555,10807400
2016-03-03,1275.000000,1290.000000,1250.000000,1265.000000,1202.643555,5356900
2016-03-04,1265.000000,1265.000000,1245.000000,1265.000000,1202.643555,4290100
2016-03-07,1270.000000,1280.000000,1245.000000,1250.000000,1188.382813,3249500
2016-03-08,1250.000000,1260.000000,1220.000000,1220.000000,1159.861450,5495000
2016-03-10,1225.000000,1255.000000,1225.000000,1250.000000,1188.382813,3583800
2016-03-11,1250.000000,1250.000000,1250.000000,1250.000000,1188.382813,0
2016-03-14,1250.000000,1250.000000,1250.000000,1250.000000,1188.382813,0
2016-03-15,1235.000000,1245.000000,1235.000000,1245.000000,1183.629150,4034600
2016-03-16,1245.000000,1245.000000,1220.000000,1225.000000,1164.615112,9083700
2016-03-17,1235.000000,1275.000000,1235.000000,1270.000000,1207.396851,11810000
2016-03-18,1275.000000,1280.000000,1250.000000,1250.000000,1188.382813,2570800
2016-03-21,1250.000000,1275.000000,1250.000000,1260.000000,1197.889893,6256000
2016-03-22,1265.000000,1270.000000,1245.000000,1255.000000,1193.136353,5650700
2016-03-23,1255.000000,1260.000000,1250.000000,1255.000000,1193.136353,4030600
2016-03-24,1255.000000,1260.000000,1250.000000,1255.000000,1193.136353,1626100
2016-03-28,1255.000000,1255.000000,1210.000000,1235.000000,1174.122314,2275300
2016-03-29,1245.000000,1245.000000,1220.000000,1220.000000,1159.861450,830600
2016-03-30,1230.000000,1275.000000,1230.000000,1270.000000,1207.396851,6435000
2016-03-31,1275.000000,1315.000000,1275.000000,1280.000000,1216.904053,12903400
2016-04-01,1285.000000,1290.000000,1265.000000,1265.000000,1202.643555,2459600
2016-04-04,1270.000000,1285.000000,1260.000000,1280.000000,1216.904053,2858400
2016-04-05,1280.000000,1285.000000,1255.000000,1255.000000,1193.136353,2255700
2016-04-06,1255.000000,1270.000000,1255.000000,1255.000000,1193.136353,1618400
2016-04-07,1260.000000,1270.000000,1230.000000,1240.000000,1178.875732,5310500
2016-04-08,1240.000000,1255.000000,1230.000000,1245.000000,1183.629150,1620800
2016-04-11,1245.000000,1245.000000,1245.000000,1245.000000,1183.629150,0
2016-04-12,1250.000000,1260.000000,1240.000000,1255.000000,1193.136353,2510600
2016-04-13,1255.000000,1255.000000,1255.000000,1255.000000,1193.136353,0
2016-04-14,1255.000000,1255.000000,1255.000000,1255.000000,1193.136353,0
2016-04-15,1255.000000,1255.000000,1255.000000,1255.000000,1193.136353,0
2016-04-18,1255.000000,1255.000000,1255.000000,1255.000000,1193.136353,0
2016-04-19,1255.000000,1255.000000,1255.000000,1255.000000,1193.136353,0
2016-04-20,1310.000000,1345.000000,1310.000000,1345.000000,1278.699951,6619600
2016-04-21,1345.000000,1350.000000,1310.000000,1335.000000,1269.192749,2642400
2016-04-22,1335.000000,1335.000000,1305.000000,1330.000000,1264.439331,4208200
2016-04-25,1330.000000,1355.000000,1315.000000,1330.000000,1264.439331,1450300
2016-04-26,1330.000000,1340.000000,1305.000000,1335.000000,1269.192749,1683900
2016-04-27,1335.000000,1400.000000,1315.000000,1395.000000,1326.235352,4219400
2016-04-28,1400.000000,1455.000000,1375.000000,1440.000000,1369.016968,4854300
2016-04-29,1440.000000,1480.000000,1415.000000,1450.000000,1378.524048,2346200
2016-05-02,1450.000000,1460.000000,1410.000000,1410.000000,1340.495728,1062700
2016-05-03,1410.000000,1440.000000,1400.000000,1400.000000,1330.988647,3145600
2016-05-04,1400.000000,1475.000000,1365.000000,1455.000000,1383.277588,6930100
2016-05-09,1455.000000,1495.000000,1435.000000,1475.000000,1402.291626,3997800
2016-05-10,1475.000000,1475.000000,1435.000000,1445.000000,1373.770630,1253300
2016-05-11,1470.000000,1475.000000,1445.000000,1470.000000,1397.538086,817400
2016-05-12,1470.000000,1550.000000,1465.000000,1510.000000,1435.566406,5956500
2016-05-13,1510.000000,1545.000000,1470.000000,1475.000000,1402.291626,1202800
2016-05-16,1475.000000,1500.000000,1435.000000,1460.000000,1388.031128,1137100
2016-05-17,1460.000000,1485.000000,1460.000000,1485.000000,1411.798706,764400
2016-05-18,1485.000000,1485.000000,1445.000000,1455.000000,1383.277588,733500
2016-05-19,1455.000000,1455.000000,1390.000000,1395.000000,1326.235352,1719600
2016-05-20,1395.000000,1410.000000,1395.000000,1400.000000,1330.988647,722000
2016-05-23,1400.000000,1420.000000,1390.000000,1405.000000,1335.742310,1446600
2016-05-24,1410.000000,1420.000000,1385.000000,1390.000000,1321.481689,601700
2016-05-25,1395.000000,1440.000000,1390.000000,1400.000000,1330.988647,465300
2016-05-26,1400.000000,1455.000000,1400.000000,1450.000000,1378.524048,811100
2016-05-27,1450.000000,1460.000000,1435.000000,1455.000000,1393.473999,2105400
2016-05-30,1455.000000,1455.000000,1425.000000,1425.000000,1364.742676,559400
2016-05-31,1425.000000,1435.000000,1410.000000,1420.000000,1359.953979,2250200
2016-06-01,1420.000000,1430.000000,1420.000000,1420.000000,1359.953979,1529400
2016-06-02,1430.000000,1440.000000,1425.000000,1430.000000,1369.531250,179500
2016-06-03,1435.000000,1450.000000,1420.000000,1440.000000,1379.108276,739900
2016-06-06,1440.000000,1460.000000,1435.000000,1450.000000,1388.685425,1075900
2016-06-07,1450.000000,1475.000000,1450.000000,1450.000000,1388.685425,910900
2016-06-08,1450.000000,1465.000000,1410.000000,1425.000000,1364.742676,540500
2016-06-09,1435.000000,1440.000000,1420.000000,1420.000000,1359.953979,364200
2016-06-10,1430.000000,1460.000000,1430.000000,1440.000000,1379.108276,114900
2016-06-13,1440.000000,1440.000000,1400.000000,1440.000000,1379.108276,461500
2016-06-14,1440.000000,1440.000000,1405.000000,1420.000000,1359.953979,1607900
2016-06-15,1420.000000,1430.000000,1410.000000,1430.000000,1369.531250,578900
2016-06-16,1430.000000,1440.000000,1415.000000,1430.000000,1369.531250,434200
2016-06-17,1430.000000,1460.000000,1430.000000,1435.000000,1374.319702,2028500
2016-06-20,1445.000000,1445.000000,1425.000000,1435.000000,1374.319702,933600
2016-06-21,1435.000000,1485.000000,1435.000000,1480.000000,1417.416748,2105600
2016-06-22,1490.000000,1500.000000,1470.000000,1490.000000,1426.993896,1211600
2016-06-23,1490.000000,1490.000000,1480.000000,1480.000000,1417.416748,763900
2016-06-24,1480.000000,1495.000000,1430.000000,1470.000000,1407.839600,951600
2016-06-27,1460.000000,1480.000000,1460.000000,1475.000000,1412.628174,1074900
2016-06-28,1480.000000,1530.000000,1475.000000,1500.000000,1436.571167,3067000
2016-06-29,1500.000000,1580.000000,1500.000000,1555.000000,1489.245483,5096000
2016-06-30,1555.000000,1625.000000,1550.000000,1580.000000,1513.188354,5581800
2016-07-01,1575.000000,1580.000000,1500.000000,1530.000000,1465.302490,1650400
2016-07-11,1530.000000,1600.000000,1530.000000,1575.000000,1508.399658,4169000
2016-07-12,1580.000000,1650.000000,1580.000000,1630.000000,1561.073853,5484200
2016-07-13,1605.000000,1635.000000,1580.000000,1605.000000,1537.130981,1797700
2016-07-14,1605.000000,1615.000000,1580.000000,1595.000000,1527.553833,3378300
2016-07-15,1595.000000,1615.000000,1595.000000,1595.000000,1527.553833,2788200
2016-07-18,1600.000000,1650.000000,1590.000000,1600.000000,1532.342529,1128800
2016-07-19,1605.000000,1640.000000,1600.000000,1630.000000,1561.073853,443300
2016-07-20,1630.000000,1645.000000,1625.000000,1640.000000,1570.651123,2454200
2016-07-21,1640.000000,1655.000000,1630.000000,1645.000000,1575.439575,5302300
2016-07-22,1645.000000,1770.000000,1625.000000,1770.000000,1695.153931,244200
2016-07-25,1760.000000,1760.000000,1660.000000,1700.000000,1628.114014,939800
2016-07-26,1700.000000,1700.000000,1655.000000,1655.000000,1585.016724,317200
2016-07-27,1655.000000,1670.000000,1655.000000,1660.000000,1589.805298,1371500
2016-07-28,1660.000000,1660.000000,1650.000000,1650.000000,1580.228271,1111500
2016-07-29,1650.000000,1650.000000,1535.000000,1565.000000,1498.822510,4953200
2016-08-01,1565.000000,1595.000000,1510.000000,1525.000000,1460.514038,7604800
2016-08-02,1550.000000,1570.000000,1535.000000,1550.000000,1484.456909,4596900
2016-08-03,1570.000000,1570.000000,1550.000000,1560.000000,1494.033936,1260900
2016-08-04,1610.000000,1620.000000,1570.000000,1610.000000,1541.919678,8620400
2016-08-05,1610.000000,1645.000000,1600.000000,1600.000000,1532.342529,6292000
2016-08-08,1600.000000,1615.000000,1560.000000,1600.000000,1532.342529,4386300
2016-08-09,1600.000000,1610.000000,1580.000000,1580.000000,1513.188354,2301100
2016-08-10,1585.000000,1595.000000,1585.000000,1585.000000,1517.976929,2785800
2016-08-11,1585.000000,1620.000000,1585.000000,1610.000000,1541.919678,4124300
2016-08-12,1610.000000,1620.000000,1565.000000,1580.000000,1513.188354,3941200
2016-08-15,1580.000000,1580.000000,1515.000000,1530.000000,1465.302490,5177400
2016-08-16,1530.000000,1550.000000,1530.000000,1535.000000,1470.091064,2866500
2016-08-18,1545.000000,1585.000000,1530.000000,1570.000000,1503.611206,12077200
2016-08-19,1570.000000,1625.000000,1570.000000,1595.000000,1527.553833,4098900
2016-08-22,1600.000000,1600.000000,1575.000000,1585.000000,1517.976929,888500
2016-08-23,1585.000000,1615.000000,1550.000000,1595.000000,1527.553833,1472700
2016-08-24,1595.000000,1600.000000,1585.000000,1590.000000,1522.765381,659600
2016-08-25,1590.000000,1600.000000,1560.000000,1580.000000,1513.188354,916600
2016-08-26,1580.000000,1590.000000,1570.000000,1575.000000,1508.399658,1552900
2016-08-29,1575.000000,1575.000000,1535.000000,1560.000000,1494.033936,1166300
2016-08-30,1565.000000,1575.000000,1535.000000,1570.000000,1503.611206,4990600
2016-08-31,1570.000000,1620.000000,1565.000000,1615.000000,1546.708252,2481800
2016-09-01,1615.000000,1630.000000,1575.000000,1580.000000,1513.188354,1352100
2016-09-02,1575.000000,1605.000000,1575.000000,1590.000000,1522.765381,887700
2016-09-05,1590.000000,1615.000000,1585.000000,1595.000000,1527.553833,1489700
2016-09-06,1585.000000,1625.000000,1580.000000,1585.000000,1517.976929,2292000
2016-09-07,1595.000000,1615.000000,1585.000000,1615.000000,1546.708252,619600
2016-09-08,1615.000000,1625.000000,1550.000000,1580.000000,1513.188354,2011500
2016-09-09,1580.000000,1605.000000,1535.000000,1560.000000,1494.033936,2758300
2016-09-13,1560.000000,1570.000000,1560.000000,1565.000000,1498.822510,658000
2016-09-14,1560.000000,1560.000000,1490.000000,1555.000000,1489.245483,956500
2016-09-15,1550.000000,1575.000000,1545.000000,1565.000000,1498.822510,505400
2016-09-16,1565.000000,1605.000000,1565.000000,1595.000000,1527.553833,1431500
2016-09-19,1590.000000,1610.000000,1585.000000,1600.000000,1532.342529,1279200
2016-09-20,1600.000000,1620.000000,1590.000000,1620.000000,1551.496826,751400
2016-09-21,1600.000000,1620.000000,1580.000000,1585.000000,1517.976929,2360900
2016-09-22,1585.000000,1620.000000,1585.000000,1595.000000,1527.553833,2342200
2016-09-23,1560.000000,1600.000000,1560.000000,1560.000000,1494.033936,452500
2016-09-26,1570.000000,1620.000000,1570.000000,1600.000000,1532.342529,171700
2016-09-27,1600.000000,1615.000000,1570.000000,1595.000000,1527.553833,720100
2016-09-28,1595.000000,1670.000000,1595.000000,1655.000000,1585.016724,3432700
2016-09-29,1660.000000,1715.000000,1660.000000,1695.000000,1623.325439,3201000
2016-09-30,1695.000000,1705.000000,1690.000000,1690.000000,1618.536743,1182400
2016-10-03,1690.000000,1690.000000,1630.000000,1650.000000,1580.228271,596300
2016-10-04,1650.000000,1675.000000,1650.000000,1670.000000,1599.382568,677300
2016-10-05,1665.000000,1675.000000,1650.000000,1655.000000,1585.016724,2095600
2016-10-06,1655.000000,1660.000000,1630.000000,1640.000000,1570.651123,2688200
2016-10-07,1655.000000,1655.000000,1590.000000,1600.000000,1532.342529,1820200
2016-10-10,1600.000000,1615.000000,1590.000000,1595.000000,1527.553833,363300
2016-10-11,1595.000000,1610.000000,1595.000000,1600.000000,1532.342529,2133700
2016-10-12,1590.000000,1605.000000,1590.000000,1590.000000,1522.765381,2843300
2016-10-13,1600.000000,1600.000000,1530.000000,1530.000000,1465.302490,1805600
2016-10-14,1530.000000,1610.000000,1530.000000,1600.000000,1532.342529,1497700
2016-10-17,1600.000000,1600.000000,1560.000000,1560.000000,1494.033936,601700
2016-10-18,1560.000000,1700.000000,1560.000000,1615.000000,1546.708252,4669600
2016-10-19,1620.000000,1630.000000,1570.000000,1570.000000,1503.611206,4146400
2016-10-20,1590.000000,1615.000000,1590.000000,1605.000000,1537.130981,5112300
2016-10-21,1610.000000,1620.000000,1600.000000,1600.000000,1532.342529,2188500
2016-10-24,1600.000000,1615.000000,1575.000000,1575.000000,1508.399658,3893100
2016-10-25,1580.000000,1640.000000,1580.000000,1635.000000,1565.862427,5216400
2016-10-26,1635.000000,1745.000000,1635.000000,1725.000000,1652.056885,3940900
2016-10-27,1725.000000,1725.000000,1655.000000,1660.000000,1589.805298,5743200
2016-10-28,1660.000000,1695.000000,1605.000000,1650.000000,1580.228271,2829000
2016-10-31,1650.000000,1655.000000,1620.000000,1655.000000,1585.016724,1026100
2016-11-01,1655.000000,1660.000000,1620.000000,1620.000000,1551.496826,1399000
2016-11-02,1620.000000,1620.000000,1595.000000,1605.000000,1537.130981,4181600
2016-11-03,1605.000000,1670.000000,1595.000000,1600.000000,1532.342529,1357200
2016-11-04,1600.000000,1625.000000,1550.000000,1600.000000,1532.342529,2918300
2016-11-07,1600.000000,1610.000000,1555.000000,1600.000000,1532.342529,1569000
2016-11-08,1600.000000,1610.000000,1595.000000,1600.000000,1532.342529,4163700
2016-11-09,1610.000000,1630.000000,1565.000000,1580.000000,1513.188354,938300
2016-11-10,1595.000000,1610.000000,1595.000000,1610.000000,1541.919678,1439000
2016-11-11,1610.000000,1640.000000,1560.000000,1570.000000,1503.611206,2767100
2016-11-14,1575.000000,1575.000000,1510.000000,1530.000000,1465.302490,1944500
2016-11-15,1530.000000,1560.000000,1530.000000,1550.000000,1484.456909,3117600
2016-11-16,1550.000000,1570.000000,1545.000000,1550.000000,1484.456909,5240000
2016-11-17,1550.000000,1555.000000,1545.000000,1550.000000,1484.456909,725600
2016-11-18,1550.000000,1550.000000,1540.000000,1550.000000,1484.456909,5890500
2016-11-21,1550.000000,1550.000000,1525.000000,1550.000000,1484.456909,1730000
2016-11-22,1550.000000,1570.000000,1545.000000,1545.000000,1479.668213,3234300
2016-11-23,1540.000000,1540.000000,1525.000000,1540.000000,1474.879761,1454800
2016-11-24,1540.000000,1540.000000,1530.000000,1535.000000,1470.091064,1121400
2016-11-25,1530.000000,1530.000000,1400.000000,1480.000000,1417.416748,3405600
2016-11-28,1480.000000,1500.000000,1435.000000,1455.000000,1393.473999,2837500
2016-11-29,1455.000000,1480.000000,1440.000000,1465.000000,1403.051025,364200
2016-11-30,1465.000000,1485.000000,1435.000000,1470.000000,1407.839600,2791400
2016-12-01,1470.000000,1520.000000,1470.000000,1510.000000,1446.148315,2530200
2016-12-02,1520.000000,1520.000000,1495.000000,1505.000000,1441.359619,46700
2016-12-05,1495.000000,1530.000000,1495.000000,1530.000000,1465.302490,695800
2016-12-06,1520.000000,1535.000000,1515.000000,1520.000000,1455.725464,429000
2016-12-07,1520.000000,1525.000000,1500.000000,1500.000000,1436.571167,298000
2016-12-08,1510.000000,1550.000000,1500.000000,1505.000000,1441.359619,2036000
2016-12-09,1505.000000,1530.000000,1505.000000,1510.000000,1446.148315,855800
2016-12-13,1510.000000,1535.000000,1505.000000,1505.000000,1441.359619,1661600
2016-12-14,1525.000000,1535.000000,1505.000000,1515.000000,1450.936890,5024100
2016-12-15,1500.000000,1515.000000,1500.000000,1515.000000,1450.936890,202200
2016-12-16,1515.000000,1535.000000,1505.000000,1520.000000,1455.725464,1052900
2016-12-19,1470.000000,1520.000000,1470.000000,1510.000000,1446.148315,660400
2016-12-20,1510.000000,1520.000000,1510.000000,1510.000000,1446.148315,5624700
2016-12-21,1510.000000,1515.000000,1500.000000,1510.000000,1446.148315,1128400
2016-12-22,1460.000000,1515.000000,1460.000000,1510.000000,1446.148315,1907700
2016-12-23,1510.000000,1510.000000,1485.000000,1490.000000,1426.993896,487100
2016-12-27,1490.000000,1510.000000,1490.000000,1500.000000,1436.571167,123100
2016-12-28,1510.000000,1520.000000,1500.000000,1520.000000,1455.725464,448400
2016-12-29,1520.000000,1560.000000,1520.000000,1560.000000,1494.033936,1869800
2016-12-30,1565.000000,1610.000000,1545.000000,1600.000000,1532.342529,1318200
